Protein_1	Protein_2	Interaction_label
CFHR1	LAP3	0
CFHR2	ANKRD2	0
CFHR2	AREL1	0
CFHR2	CPNE8	0
CFHR2	EEF1G	0
CFHR5	GNA11	0
CFHR5	TNP2	0
CFL1	AOC2	0
CFL1	RAMP1	0
CFL2	ATAT1	0
CFL2	QRFPR	0
CFLAR	FYB1	0
CFLAR	HELB	0
CFLAR	NDUFA7	0
CFLAR	RDH14	0
CFLAR	TTLL5	0
CFP	CLDN1	0
CFTR	ARHGDIG	0
CFTR	IL19	0
CFTR	MYADM	0
CFTR	VAPB	0
CGA	CNDP1	0
CGA	FBXW11	0
CGA	PRPF40B	0
CGAS	GPX5	0
CGAS	HLA-DOA	0
CGAS	MPPE1	0
CGAS	MYO5B	0
CGB1	ZNF264	0
CGB2	CCN2	0
CGB3	E2F8	0
CGB3	FXYD3	0
CGB3	IMPACT	0
CGB3	TTPA	0
CGB7	CDH15	0
CGB7	HBS1L	0
CGB7	SEC61B	0
CGGBP1	SLC6A18	0
CGNL1	SLC9A3	0
CGRRF1	SMARCE1	0
CH25H	TAS2R43	0
CHAC2	UTRN	0
CHADL	PDF	0
CHADL	STS	0
CHAF1B	CCK	0
CHAF1B	MAP6D1	0
CHAF1B	PI4KAP1	0
CHAF1B	S1PR2	0
CHAMP1	SLC5A5	0
CHAT	GPR176	0
CHAT	OR5B21	0
CHAT	SLC26A11	0
CHCHD10	H1-8	0
CHCHD2	KDELR2	0
CHCHD2	TYROBP	0
CHCHD2P9	ABHD15	0
CHCHD2P9	ARHGAP10	0
CHCHD2P9	E2F4	0
CHCHD2P9	NOTCH2	0
CHCHD3	SLC15A3	0
CHCHD4	TPSAB1	0
CHD1L	HSPE1	0
CHD2	CD274	0
CHD2	CLMP	0
CHD2	KSR2	0
CHD3	RRH	0
CHD4	NECTIN3	0
CHD5	CHRNA3	0
CHD5	COX11	0
CHD5	KCNV2	0
CHD5	ZNF845	0
CHD6	CD14	0
CHDH	CDH23	0
CHDH	LARP4	0
CHEK1	OR52A1	0
CHEK2	LURAP1	0
CHEK2	MMRN1	0
CHEK2	NRBP2	0
CHFR	HCRTR1	0
CHFR	IFNA8	0
CHFR	ZNF345	0
CHI3L1	ADGRG1	0
CHI3L1	FOXI2	0
CHI3L1	LRP6	0
CHI3L1	NOP2	0
CHI3L1	SAMD9	0
CHI3L1	TSPYL2	0
CHI3L1	ZNF670	0
CHI3L2	DYNLT5	0
CHI3L2	FBXO9	0
CHIA	RAB39B	0
CHIA	RCC2	0
CHID1	ANXA5	0
CHID1	NFS1	0
CHID1	RAB19	0
CHIT1	KLF1	0
CHIT1	NECTIN4	0
CHIT1	TAF13	0
CHKB	CDC20B	0
CHKB	HSPH1	0
CHKB	LPL	0
CHM	ZNF324	0
CHML	CKS2	0
CHMP1A	NCCRP1	0
CHMP1A	UQCR10	0
CHMP1B	NF1	0
CHMP1B	TBC1D2	0
CHMP1B	TRIM14	0
CHMP2A	GGT6	0
CHMP2A	GRN	0
CHMP2A	LEFTY2	0
CHMP2A	RAB4B	0
CHMP2B	ACAP2	0
CHMP3	BATF2	0
CHMP3	FZD8	0
CHMP3	SEC63	0
CHMP3	SHARPIN	0
CHMP4A	GRAP	0
CHMP4A	PRKCSH	0
CHMP4A	PROKR2	0
CHMP4A	TUBB	0
CHMP4B	ACOT7	0
CHMP4B	EID1	0
CHMP4B	SNX33	0
CHMP4B	USP17L2	0
CHMP4B	VEZF1	0
CHMP4C	ASIC1	0
CHMP4C	MALSU1	0
CHMP5	LRRC26	0
CHMP5	NR2F2	0
CHMP6	HES1	0
CHMP6	MRPL52	0
CHMP7	CIBAR2	0
CHMP7	ZNF571	0
CHN1	IL4R	0
CHN1	ISX	0
CHN1	MMD	0
CHN1	UCP2	0
CHN1	ZBTB38	0
CHN2	IFT20	0
CHN2	NABP2	0
CHODL	MLX	0
CHP2	AVIL	0
CHP2	CYB5B	0
CHP2	DMRT2	0
CHP2	SAMD13	0
CHP2	ZNF672	0
CHP2	ZNF709	0
CHPF	CCIN	0
CHPF	CHRNA7	0
CHPF	COX16	0
CHPF	ETV6	0
CHPF	MYO9B	0
CHPF	NDUFS5	0
CHPF	TRIM61	0
CHPF2	CDKN1A	0
CHPF2	RHOB	0
CHRAC1	CLDN16	0
CHRAC1	NPM1	0
CHRAC1	WWP1	0
CHRD	DDAH2	0
CHRD	EPHA8	0
CHRD	MAGEB10	0
CHRD	TULP3	0
CHRFAM7A	HCFC1	0
CHRFAM7A	WNK2	0
CHRM1	CLIC4	0
CHRM1	TDRD7	0
CHRM2	MAP2K7	0
CHRM3	CD93	0
CHRM3	LYL1	0
CHRM3	MED24	0
CHRM3	RPS6KA5	0
CHRM3	SNAI1	0
CHRM4	LNPK	0
CHRM5	CYP46A1	0
CHRNA1	CYB561	0
CHRNA1	FRG1	0
CHRNA10	ZNF790	0
CHRNA2	DYNC2LI1	0
CHRNA2	PLEC	0
CHRNA3	ITGA3	0
CHRNA3	KHDC1L	0
CHRNA3	MAP4K5	0
CHRNA3	PTBP1	0
CHRNA4	ESCO2	0
CHRNA6	GPSM1	0
CHRNA6	NEMF	0
CHRNA6	RNF130	0
CHRNA6	SIRT3	0
CHRNA6	TOX2	0
CHRNA7	CLCA4	0
CHRNA7	TRAF2	0
CHRNA9	FBXO6	0
CHRNA9	IL1RAP	0
CHRNB1	ASPRV1	0
CHRNB2	NSA2	0
CHRNB2	SULT1A2	0
CHRNB3	IL2	0
CHRNB3	TP73	0
CHRNB4	GLT6D1	0
CHRNB4	MCRIP1	0
CHRNB4	NR3C1	0
CHRNB4	SERPINA5	0
CHRND	CAP2	0
CHRND	CYP1A2	0
CHRND	GNAS	0
CHRNE	ABCC9	0
CHRNE	AGO4	0
CHRNE	MORN4	0
CHRNE	PYM1	0
CHRNE	ZBTB45	0
CHRNG	ATF2	0
CHRNG	ATP5PB	0
CHRNG	SERPINA13P	0
CHST1	RAB5B	0
CHST11	ATP5MF	0
CHST12	GRID2	0
CHST12	ZC3H11A	0
CHST12	ZNF878	0
CHST13	ASB9	0
CHST13	SORCS1	0
CHST14	DPYSL2	0
CHST14	SLC25A15	0
CHST15	BST2	0
CHST15	MED8	0
CHST2	FLAD1	0
CHST2	TREH	0
CHST4	ABCD4	0
CHST4	CTSZ	0
CHST4	DSCAML1	0
CHST4	PRSS45P	0
CHST4	ZFHX2	0
CHST5	HPGD	0
CHST6	CD33	0
CHST6	FAM162A	0
CHST6	FKBPL	0
CHST6	TNFSF10	0
CHST7	ABCB11	0
CHST9	TMEM33	0
CHST9	USP36	0
CHST9	ZNF709	0
CHSY1	NCOA3	0
CHSY1	RGS9	0
CHSY3	PAIP2B	0
CHTF18	CCDC57	0
CHTF18	RIPPLY3	0
CHTF8	CMTM8	0
CHTF8	DLX3	0
CHTF8	MBOAT4	0
CHTF8	RBL2	0
CHTF8	UBOX5	0
CHTOP	SUCLG1	0
CHTOP	XPO6	0
CHUK	NKX2-5	0
CIAO1	CHPT1	0
CIAO1	INSM1	0
CIAO2A	COL8A1	0
CIAO2A	ESR1	0
CIAO2A	FXYD3	0
CIAO2A	PLXNA1	0
CIAO2B	ACTR2	0
CIAO2B	CDH7	0
CIAO2B	OR10H4	0
CIAO2B	STK11IP	0
CIAO3	LITAF	0
CIAO3	RPL7	0
CIAO3	SORBS2	0
CIAO3	UQCRB	0
CIAPIN1	CYP3A43	0
CIAPIN1	FBXO45	0
CIAPIN1	GLI3	0
CIAPIN1	SENP6	0
CIART	ERP29	0
CIB1	DRC7	0
CIB1	SRGAP1	0
CIB1	ZNF37A	0
CIB2	PBX4	0
CIB2	UNC5C	0
CIBAR2	CXXC5	0
CIBAR2	SLC37A1	0
CIC	CHD5	0
CIC	FCN2	0
CIC	GJA10	0
CIC	GRIK5	0
CIC	PIH1D1	0
CIC	RMI2	0
CIDEA	ZNF320	0
CIDEB	ATG14	0
CIDEB	CDC14A	0
CIDEB	MLLT10	0
CIDEC	PHKG2	0
CIDEC	SESTD1	0
CIITA	ADA	0
CIITA	IRAG1	0
CILK1	ACTL6B	0
CILK1	CXCL6	0
CILK1	SLC28A2	0
CILP	PPOX	0
CILP	UHRF2	0
CIPC	DNAJB6	0
CIPC	OR10J5	0
CIPC	PLEKHN1	0
CIPC	PLXNB1	0
CIR1	MFAP5	0
CIRBP	GABARAPL3	0
CIRBP	MAK	0
CIRBP	NDUFB6	0
CIRBP	PACSIN3	0
CIRBP	TCOF1	0
CISD2	APOBEC3A	0
CISD2	RPS10	0
CISD3	ATL3	0
CISD3	PPP1R1A	0
CISD3	RXRG	0
CISH	OR5M1	0
CIT	KCNQ3	0
CIT	UNC13C	0
CITED1	DDA1	0
CITED1	SLC22A9	0
CITED2	ATP1B1	0
CITED2	IGHV3-48	0
CITED2	KIF13B	0
CITED2	MAD2L1	0
CITED4	ASH1L	0
CITED4	CMBL	0
CITED4	DNAJA3	0
CITED4	MAD2L1BP	0
CITED4	THRSP	0
CKAP5	CELA3B	0
CKAP5	SMPD1	0
CKB	ADRB1	0
CKB	FSD1	0
CKB	GALNT18	0
CKLF	AKAP13	0
CKLF	RAB1C	0
CKLF	UCP1	0
CKM	KLF13	0
CKM	OSR1	0
CKM	RILPL2	0
CKM	SLC35A2	0
CKM	ZNF433	0
CKMT1A	ID2	0
CKMT1A	PLCB1	0
CKMT1A	PTGR1	0
CKMT1A	SLC25A1	0
CKMT1A	TRIM28	0
CKMT2	CDCA7	0
CKMT2	IL10	0
CKMT2	UGT1A9	0
CKS1B	EMC1	0
CKS2	PDE6A	0
CKS2	SLC7A3	0
CLASP1	CALCR	0
CLASP2	GLTPD2	0
CLASP2	KCNA1	0
CLBA1	ETV6	0
CLC	APC	0
CLC	SKIV2L	0
CLC	SLC9A6	0
CLCA1	SDS	0
CLCA2	GRM8	0
CLCA2	ITCH	0
CLCA2	STX2	0
CLCA2	TMEM50B	0
CLCA3P	HMGCLL1	0
CLCA3P	PARPBP	0
CLCA4	IGHV3OR15-7	0
CLCA4	LIMCH1	0
CLCA4	SOX14	0
CLCA4	UBA1	0
CLCF1	FUT4	0
CLCF1	GNG4	0
CLCF1	ZNF728	0
CLCN1	ITM2A	0
CLCN2	GRM1	0
CLCN2	TTBK2	0
CLCN3	ACSF3	0
CLCN4	AGAP2	0
CLCN4	OR1D2	0
CLCN4	RAB22A	0
CLCN5	KLF11	0
CLCN5	TFCP2L1	0
CLCN6	DSG3	0
CLCN6	TBC1D8B	0
CLCNKA	PRELID3B	0
CLCNKA	PTPMT1	0
CLCNKA	ZNF664	0
CLDN1	HMGB1	0
CLDN1	IL3RA	0
CLDN1	NLRP10	0
CLDN10	RNF148	0
CLDN11	LPCAT4	0
CLDN11	LY6H	0
CLDN11	TAFA5	0
CLDN12	NOMO3	0
CLDN12	WDR75	0
CLDN12	ZRSR2	0
CLDN14	CDC25B	0
CLDN14	HGFAC	0
CLDN14	PARG	0
CLDN14	ZBTB21	0
CLDN15	EDN2	0
CLDN15	EPG5	0
CLDN15	ORAI1	0
CLDN16	CNST	0
CLDN18	CTSW	0
CLDN18	PPP2R1A	0
CLDN18	RHBDL1	0
CLDN18	UBQLN4	0
CLDN19	CCK	0
CLDN19	MRC1	0
CLDN2	PDE10A	0
CLDN2	TTF2	0
CLDN20	CAMK2A	0
CLDN20	ENPP7	0
CLDN20	IGHV3-43	0
CLDN20	MASP2	0
CLDN20	MOSPD1	0
CLDN20	UBA52	0
CLDN22	LARP4B	0
CLDN23	HORMAD1	0
CLDN23	PIAS3	0
CLDN23	RPL8	0
CLDN3	EPHX2	0
CLDN3	SPINK6	0
CLDN3	ZSWIM7	0
CLDN4	ZNF93	0
CLDN5	NIPAL4	0
CLDN5	SLC25A4	0
CLDN6	HSFY1	0
CLDN6	PDE4B	0
CLDN6	PRMT5	0
CLDN7	AFTPH	0
CLDN7	DDHD1	0
CLDN7	FSHR	0
CLDN7	UGT1A1	0
CLDN8	COX7A1	0
CLDN8	DNAH7	0
CLDN8	H2BC17	0
CLDN8	POLR2G	0
CLDN9	PSMD6	0
CLDN9	RADX	0
CLDN9	TRMT112	0
CLEC12B	PLXNC1	0
CLEC12B	SOX18	0
CLEC12B	WNT7A	0
CLEC14A	CEP89	0
CLEC14A	CLDN7	0
CLEC1A	CREB3L1	0
CLEC1A	MTHFD2	0
CLEC2A	CLEC6A	0
CLEC2A	SF3B6	0
CLEC2D	SDR16C5	0
CLEC4A	NASP	0
CLEC4D	CYSLTR1	0
CLEC4D	ECEL1	0
CLEC4E	N4BP2L2	0
CLEC4E	PLSCR2	0
CLEC4E	RECK	0
CLEC4G	HIGD2B	0
CLEC4G	IRX4	0
CLEC4G	KRT4	0
CLEC4G	TGM4	0
CLEC4M	CACNG5	0
CLEC5A	FOXL2	0
CLEC5A	HACE1	0
CLEC5A	RAD23A	0
CLEC5A	SIRT7	0
CLEC6A	HMGB2	0
CLEC6A	IDUA	0
CLGN	ANXA4	0
CLGN	CHMP4C	0
CLGN	NFIA	0
CLGN	PRPS2	0
CLGN	PTGES3L	0
CLGN	STOML2	0
CLIC1	ZNF506	0
CLIC3	DES	0
CLIC3	FOXH1	0
CLIC4	DOHH	0
CLIC4	DOT1L	0
CLIC4	PAPOLA	0
CLIC4	PRR5L	0
CLIC4	RAB11B	0
CLIC4	UBE2L5	0
CLIC4	ZACN	0
CLIC5	AP4B1	0
CLIC5	GABBR1	0
CLIC5	KRT2	0
CLIC5	NID1	0
CLIC5	PTX3	0
CLINT1	MORF4L2	0
CLINT1	OTUB1	0
CLINT1	SIVA1	0
CLINT1	SLC10A2	0
CLINT1	SPA17	0
CLINT1	TNFSF10	0
CLIP1	ESPNL	0
CLIP1	KARS1	0
CLIP2	CRLF1	0
CLIP2	RNF13	0
CLIP3	PVR	0
CLIP4	HORMAD1	0
CLIP4	RNF168	0
CLK2	CNOT9	0
CLMN	CCT2	0
CLMN	DNAJC3	0
CLMN	GABRR3	0
CLMP	AURKA	0
CLMP	CHRNB1	0
CLMP	SLBP	0
CLMP	SLC7A7	0
CLN3	EPB41L3	0
CLN3	MTRES1	0
CLN3	PICALM	0
CLN5	TRPC1	0
CLN6	CDC26	0
CLN8	GABRG1	0
CLN8	OR5AP2	0
CLN8	SETDB1	0
CLNK	CHD4	0
CLNK	FFAR2	0
CLNK	KYAT1	0
CLNK	TBCCD1	0
CLNS1A	CCKBR	0
CLNS1A	SIK3	0
CLOCK	UGT1A1	0
CLOCK	YARS1	0
CLPB	FLT3LG	0
CLPP	USP20	0
CLPTM1	C6	0
CLPTM1	CHI3L1	0
CLPTM1	ELL	0
CLPTM1	NIFK	0
CLRN1	CTIF	0
CLRN1	HS2ST1	0
CLSPN	ARHGEF25	0
CLSPN	CCDC66	0
CLSPN	DOCK10	0
CLSPN	HSD17B2	0
CLSTN1	DARS2	0
CLSTN1	M0R135	0
CLSTN1	SF3B5	0
CLSTN1	TEX19	0
CLSTN3	EIPR1	0
CLTA	CIDEC	0
CLTA	DNAJA4	0
CLTA	NOP2	0
CLTA	PLAAT5	0
CLTB	NAPA	0
CLTB	NME2	0
CLTCL1	CFAP20	0
CLTCL1	CFHR2	0
CLTCL1	SERPINB13	0
CLTCL1	TTLL2	0
CLTRN	FXYD6	0
CLTRN	ORAI2	0
CLTRN	PROX2	0
CLU	VILL	0
CLUAP1	UQCRC1	0
CLUH	HLF	0
CLUH	IGLV2-11	0
CLUH	LRRN2	0
CLVS1	TCERG1	0
CLVS2	PABPC3	0
CMA1	FGFR1	0
CMA1	MUC5AC	0
CMA1	TYR	0
CMBL	PACRG	0
CMBL	PRKAR2B	0
CMBL	SDCCAG8	0
CMKLR1	FZD6	0
CMPK1	GMNN	0
CMPK2	TRIM25	0
CMPK2	TRMT10C	0
CMTM6	EIF4H	0
CMTR1	CELF4	0
CMTR1	KIF9	0
CNBP	GLRA3	0
CNBP	PAPSS1	0
CNDP1	BCKDHB	0
CNEP1R1	CARD8	0
CNGB1	DYNC1I1	0
CNGB1	MYH9	0
CNGB1	PCIF1	0
CNGB3	C3orf33	0
CNGB3	LRRC10	0
CNGB3	MYOZ2	0
CNGB3	ODAM	0
CNGB3	RABGAP1L	0
CNIH1	P2RY4	0
CNIH2	IGBP1	0
CNIH2	MYO16	0
CNIH2	NAA30	0
CNIH3	ANKRD53	0
CNIH3	LAMB3	0
CNIH4	RIPPLY1	0
CNKSR2	AADAC	0
CNKSR2	KCNH2	0
CNN1	CYP2U1	0
CNN1	MAP3K21	0
CNN1	NPHP3	0
CNN3	FLG	0
CNNM1	FAXDC2	0
CNNM1	INPP5A	0
CNNM1	MRTFB	0
CNNM1	ORC5	0
CNNM1	PBX2	0
CNNM2	ADAMTS9	0
CNNM2	BAG3	0
CNNM2	CLIC1	0
CNNM2	GLUD1	0
CNNM3	KPNA4	0
CNNM3	RSRC1	0
CNNM4	ARMH3	0
CNNM4	EPX	0
CNNM4	NFKBIL1	0
CNOT1	BRD7	0
CNOT1	FZD4	0
CNOT1	ZNF302	0
CNOT10	ARL2	0
CNOT10	RPL27A	0
CNOT10	USB1	0
CNOT11	PLA2G4C	0
CNOT2	ZNF653	0
CNOT3	CHCHD3	0
CNOT3	COX7A1	0
CNOT4	TBC1D8	0
CNOT6	ADPRH	0
CNOT6	FERMT2	0
CNOT6L	ISCA2	0
CNOT7	GALNT11	0
CNOT7	NLGN4Y	0
CNOT8	ADAMTS16	0
CNOT9	CARD11	0
CNOT9	CITED1	0
CNOT9	EME2	0
CNOT9	IGF2R	0
CNOT9	SIX5	0
CNP	CYP7A1	0
CNP	IGKV2D-28	0
CNP	TRIM47	0
CNP	TTYH1	0
CNPPD1	F2RL2	0
CNPPD1	GOLGA6A	0
CNPPD1	SLAIN2	0
CNPY2	EPX	0
CNPY2	FUS	0
CNPY2	NTRK2	0
CNPY2	PIEZO1	0
CNR1	PIP5K1A	0
CNRIP1	GNG10	0
CNRIP1	KCNS3	0
CNRIP1	TBL1X	0
CNST	OASL	0
CNTF	PIGL	0
CNTFR	BACE1	0
CNTFR	KDR	0
CNTFR	STK11	0
CNTLN	CTSZ	0
CNTLN	ECHS1	0
CNTLN	GNPNAT1	0
CNTLN	SRSF1	0
CNTLN	UBXN4	0
CNTN2	GP1BA	0
CNTN4	CTH	0
CNTN6	ADARB1	0
CNTN6	AUTS2	0
CNTN6	COMMD1	0
CNTN6	ICA1	0
CNTN6	SNX15	0
CNTN6	ZNF526	0
CNTNAP1	DNPH1	0
CNTNAP1	ITIH4	0
CNTNAP2	CREBL2	0
CNTNAP2	ENGASE	0
CNTNAP2	FLOT1	0
CNTROB	B4GALT6	0
CNTROB	MFAP2	0
CNTROB	PDIA5	0
COA3	H0YIV9	0
COA3	SYT6	0
COA5	CDKN2D	0
COA5	PLD2	0
COA5	UNK	0
COA6	IGKV3-15	0
COA6	PCDHB12	0
COA6	SAP30L	0
COASY	HYAL2	0
COBL	SCO1	0
COCH	INIP	0
COCH	ZNF254	0
COG1	EMC7	0
COG1	PAK2	0
COG2	AMER1	0
COG2	KMO	0
COG3	INO80	0
COG3	PIGV	0
COG3	RNF186	0
COG3	TRIM51GP	0
COG4	RUNX2	0
COG5	DCP1B	0
COG5	SCNN1B	0
COG6	GTF3A	0
COG6	LOC107984156	0
COG6	SLCO3A1	0
COG7	LRRC40	0
COG8	ABCB1	0
COG8	ERMP1	0
COG8	IFIT5	0
COIL	CDH7	0
COIL	IFI30	0
COL10A1	EDN2	0
COL10A1	NELFCD	0
COL11A1	HSPB11	0
COL11A1	KCNK10	0
COL11A1	SERPINB12	0
COL11A2	GPR151	0
COL12A1	FMO2	0
COL13A1	HBEGF	0
COL13A1	LRRFIP1	0
COL13A1	NLGN1	0
COL13A1	UPF2	0
COL13A1	ZNF157	0
COL14A1	ERP29	0
COL14A1	LGALS1	0
COL16A1	PGK1	0
COL17A1	CENPH	0
COL17A1	CHCHD2	0
COL17A1	ECHDC3	0
COL17A1	SLC30A10	0
COL18A1	CITED4	0
COL18A1	NAP1L3	0
COL18A1	TEX264	0
COL19A1	NKX2-3	0
COL19A1	TMTC3	0
COL1A1	OMA1	0
COL1A1	TNKS1BP1	0
COL1A1	ZNF670	0
COL1A2	DMRTA1	0
COL1A2	GGT3P	0
COL22A1	NCMAP	0
COL22A1	TRA2B	0
COL22A1	TSPY1	0
COL23A1	HMG20B	0
COL24A1	NAT14	0
COL27A1	FCHSD2	0
COL27A1	RRM1	0
COL27A1	ZDHHC21	0
COL28A1	BAZ1B	0
COL28A1	CASP14	0
COL4A1	MRPL9	0
COL4A1	ZNF630	0
COL4A2	SHOX	0
COL4A3	CCL13	0
COL4A3	PZP	0
COL4A4	ADIRF	0
COL4A4	ZNF318	0
COL4A6	RFC3	0
COL4A6	ZNF563	0
COL5A1	FUT4	0
COL5A1	MAP3K3	0
COL5A2	ACE	0
COL5A2	NPM1	0
COL5A2	ZDHHC9	0
COL5A3	HBM	0
COL5A3	ING3	0
COL5A3	ZNF746	0
COL6A1	ASB1	0
COL6A1	DYNLRB1	0
COL6A1	EHD4	0
COL6A1	KCNE3	0
COL6A1	PNN	0
COL6A3	DPRX	0
COL6A3	ITGB1BP1	0
COL6A3	WFDC10B	0
COL7A1	ATP9B	0
COL7A1	DTD1	0
COL7A1	GABBR1	0
COL7A1	IFT46	0
COL7A1	MRPL42	0
COL7A1	ZNF569	0
COL8A1	ATP13A2	0
COL8A1	FAM161A	0
COL8A1	HELZ	0
COL8A2	CEP72	0
COL8A2	EVX2	0
COL8A2	PHF13	0
COL8A2	PSMB3	0
COL8A2	SNAPC4	0
COL9A1	CDK5	0
COL9A1	SLC9A3	0
COL9A2	DUX4	0
COL9A2	NECAB3	0
COL9A2	OR8B3	0
COL9A2	RUBCNL	0
COL9A2	UBQLN3	0
COL9A3	MRGPRD	0
COLEC10	SNAPC5	0
COLEC11	IL2RB	0
COLEC11	NHLH2	0
COLEC11	USF1	0
COLEC11	WNK2	0
COLGALT1	ABCC9	0
COLGALT1	ADD3	0
COLGALT1	RBAK	0
COLGALT1	ROCK1	0
COLGALT1	THBS2	0
COLGALT2	ENDOV	0
COLGALT2	PRSS45P	0
COLQ	ZDHHC20	0
COMMD1	ANGPT4	0
COMMD1	MID1IP1	0
COMMD1	PTPN4	0
COMT	CHPT1	0
COP1	TAS2R14	0
COPA	LAP3	0
COPA	MYNN	0
COPB1	GALNT16	0
COPB2	CARS2	0
COPB2	ERG	0
COPB2	NPAS4	0
COPE	NAT9	0
COPE	PRDM16	0
COPE	SIX3	0
COPG1	CD84	0
COPRS	P2RX2	0
COPS2	ARF1	0
COPS2	LYAR	0
COPS2	TENT4B	0
COPS3	GLUD2	0
COPS3	MUSK	0
COPS3	PDGFC	0
COPS4	IMPDH2	0
COPS4	SGSM1	0
COPS4	USP18	0
COPS5	ADGRE5	0
COPS5	FATE1	0
COPS5	IGHV2-5	0
COPS6	RILPL2	0
COPS7A	MKKS	0
COPS7A	PPIAL4E	0
COPS8	CACNG4	0
COPS8	CFTR	0
COPS9	KLHDC10	0
COQ10A	MFAP2	0
COQ10A	PARPBP	0
COQ10A	SIX2	0
COQ10A	ST8SIA4	0
COQ10A	TCF4	0
COQ10B	IGKV4-1	0
COQ10B	KIF1B	0
COQ10B	MMP20	0
COQ10B	MYRF	0
COQ2	AP4B1	0
COQ2	PLPPR3	0
COQ2	TP53INP1	0
COQ2	TRIM32	0
COQ5	FBXL6	0
COQ6	ATP6V0C	0
COQ6	KLRF2	0
COQ7	HSD11B1	0
COQ8A	POM121B	0
COQ8B	RHO	0
COQ8B	THBS1	0
COQ8B	USP45	0
COQ8B	YEATS4	0
COQ9	OTX1	0
CORIN	GALK1	0
CORIN	HES6	0
CORO1B	NEFM	0
CORO1C	ALOX5AP	0
CORO1C	RBP2	0
CORO2A	SLC30A6	0
CORO2A	SUFU	0
CORO2B	MAN1B1	0
CORO7	PDIK1L	0
CORT	MAK16	0
CORT	MMP8	0
COTL1	FPR2	0
COTL1	GNMT	0
COTL1	MORN4	0
COTL1	SNRPD1	0
COX10	USP42	0
COX14	B2M	0
COX14	CLCA3P	0
COX14	COPS4	0
COX14	NR5A1	0
COX14	PLSCR4	0
COX15	FABP1	0
COX15	IGFALS	0
COX15	NIBAN2	0
COX15	SRGAP1	0
COX16	F13A1	0
COX16	IAPP	0
COX16	NTAQ1	0
COX16	SCNN1A	0
COX16	UVRAG	0
COX16	ZNF33A	0
COX17	FSCN1	0
COX17	KIF18B	0
COX17	PPP2R5A	0
COX17	UBE2V1	0
COX17	WAC	0
COX17	ZIC4	0
COX18	EXOC6	0
COX18	MAGEA2	0
COX18	PDIA4	0
COX20	ETAA1	0
COX20	KDM4A	0
COX20	NAAA	0
COX20	PKP3	0
COX4I1	IL23A	0
COX4I1	KHDRBS2	0
COX4I1	PNOC	0
COX4I1	PSMB3	0
COX4I1	RXFP1	0
COX4I2	ATP6V1B2	0
COX4I2	SLC23A2	0
COX4I2	WFDC3	0
COX4I2	XRCC4	0
COX5A	DOK6	0
COX5A	MTERF2	0
COX5B	BAG1	0
COX5B	NEMF	0
COX6A1	CNNM3	0
COX6A1	SPTBN2	0
COX6A1	UGT1A10	0
COX6A2	ACSL4	0
COX6A2	PHKG2	0
COX6A2	SYT10	0
COX6B1	H7BZU6	0
COX6B1	VPS25	0
COX6C	MACROH2A2	0
COX6C	SMAD9	0
COX7A1	CREB3L1	0
COX7A1	CUTA	0
COX7A1	HELZ2	0
COX7A1	MGST2	0
COX7A2	GEMIN8	0
COX7A2	GTF2B	0
COX7A2L	IFI30	0
COX7A2L	MARCOL	0
COX7B	AKAP1	0
COX7B	CNOT2	0
COX7B	LGR6	0
COX7B	NPEPPS	0
COX7B	TXNDC17	0
COX7C	RIMKLA	0
COX7C	TPP2	0
COX8A	IDO1	0
COX8A	PAK1IP1	0
COX8A	TRIM17	0
CP	ARHGDIG	0
CP	SIRT4	0
CP	SOX18	0
CPA1	ALG1L	0
CPA1	GRIN2D	0
CPA1	RTN4IP1	0
CPA2	IDH3B	0
CPA3	CPLANE2	0
CPA3	CSRP3	0
CPA3	INPP5J	0
CPA3	NOM1	0
CPA3	PSMB3	0
CPA5	DLC1	0
CPA5	DNAJC10	0
CPA5	FERMT1	0
CPA6	JMJD6	0
CPA6	MUC13	0
CPA6	RABGGTB	0
CPB1	CDK2	0
CPB1	KCNJ13	0
CPB1	KRT19	0
CPB1	MDK	0
CPB1	OR5F1	0
CPB1	RAMACL	0
CPB2	ADH1A	0
CPD	BDNF	0
CPD	CLDN2	0
CPE	ECSCR	0
CPE	SEC61A1	0
CPEB1	LMO2	0
CPEB1	NCOR1	0
CPEB2	FTCD	0
CPEB2	GSTZ1	0
CPEB2	MRPS2	0
CPEB3	GPR183	0
CPEB3	PRKCH	0
CPEB4	ANXA3	0
CPEB4	BAIAP2L2	0
CPEB4	KASH5	0
CPEB4	SFRP2	0
CPEB4	TMC8	0
CPHXL	CAPN2	0
CPHXL	KLF13	0
CPHXL	VAPA	0
CPLANE2	OLA1	0
CPLANE2	TGFBI	0
CPLX1	SLC25A33	0
CPLX2	ACVR2B	0
CPLX2	SLC44A5	0
CPLX2	SLC45A4	0
CPLX4	NRG2	0
CPLX4	SPATA2	0
CPLX4	ZNF665	0
CPM	CRIP1	0
CPM	NR3C2	0
CPM	RANGAP1	0
CPN1	LAPTM4B	0
CPN1	NUP88	0
CPN1	PID1	0
CPN2	M0R1B8	0
CPNE1	HCFC1	0
CPNE1	NFX1	0
CPNE1	PRKAB1	0
CPNE1	SPPL2B	0
CPNE2	POLR2L	0
CPNE3	CLTA	0
CPNE3	TIMM8B	0
CPNE4	EIF2A	0
CPNE4	LAT2	0
CPNE5	ATP10A	0
CPNE5	DSG4	0
CPNE5	GRAMD4	0
CPNE5	RIC1	0
CPNE6	H2BC11	0
